"asin","fnsku","product_name","fulfillment_center","country_code","longest_side","median_side","shortest_side","measurement_units","weight","weight_units","item_volume","volume_units","product_size_tier","average_quantity_on_hand","average_quantity_pending_removal","estimated_total_item_volume","month_of_charge","storage_utilization_ratio","storage_utilization_ratio_units","base_rate","utilization_surcharge_rate","avg_qty_for_sus","est_vol_for_sus","est_base_msf","est_sus","currency","estimated_monthly_storage_fee","category","eligible_for_inventory_discount","qualifies_for_inventory_discount","total_incentive_fee_amount","breakdown_incentive_fee_amount","average_quantity_customer_orders"
"B09266N893","X001D1A0DZ","TuboPlus - TuboX3 Crystal + Bomba con Manometro BETO - Presurizador de Pelotas de Tenis y Padel","MAD4","ES","22.8","8.4","8.3","centimeters","0.53","kilograms","0.0016","cubic meters","Standard-Size","1.0","0.0","0.0016","2025-02","3.7","weeks","27.54","0.0","1.0","0.0016","0.0437","0.0","EUR","0.0437","Others","N","N","0.0","--","0.0"
"B09266N893","X001D1A0DZ","TuboPlus - TuboX3 Crystal + Bomba con Manometro BETO - Presurizador de Pelotas de Tenis y Padel","MAD4","ES","22.8","8.4","8.3","centimeters","0.53","kilograms","0.0016","cubic meters","Standard-Size","2.32","0.0","0.0037","2025-02","3.7","weeks","27.54","0.0","2.32","0.0037","0.1013","0.0","EUR","0.1013","Others","N","N","0.0","--","0.0"
"B09266N893","X001D1A0DZ","TuboPlus - TuboX3 Crystal + Bomba con Manometro BETO - Presurizador de Pelotas de Tenis y Padel","MAD4","ES","22.8","8.4","8.3","centimeters","0.53","kilograms","0.0016","cubic meters","Standard-Size","0.07","0.0","1.0E-4","2025-02","3.7","weeks","27.54","0.0","0.07","1.0E-4","0.0031","0.0","EUR","0.0031","Others","N","N","0.0","--","0.0"
"B0BTDTVCG2","X001PQP7JP","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Blanco","MAD4","ES","20.2","8.3","8.1","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","0.29","0.0","4.0E-4","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","0.0107","0.0","EUR","0.0107","Others","N","N","0.0","--","0.0"
"B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","MAD4","ES","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","0.79","0.0","0.0017","2025-02","3.7","weeks","27.54","0.0","0.79","0.0017","0.0475","0.0","EUR","0.0475","Others","N","N","0.0","--","0.0"
"B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","MAD4","ES","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","2.64","0.0","0.0058","2025-02","3.7","weeks","27.54","0.0","2.64","0.0058","0.1598","0.0","EUR","0.1598","Others","N","N","0.0","--","0.0"
"B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","MAD4","ES","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","0.18","0.0","4.0E-4","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","0.0108","0.0","EUR","0.0108","Others","N","N","0.0","--","0.0"
"B0BTDTN52N","X001PQRHT3","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Rosa","MAD4","ES","20.0","8.5","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","0.04","0.0","1.0E-4","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","0.0014","0.0","EUR","0.0014","Others","N","N","0.0","--","0.0"
"B0BTDSDQC5","X001XS4N8B","TUBOX3 (SIN Bomba) - Multiplica X7 La Vida De Tus Pelotas | Presurizador Pelotas Pádel | Recupera La Presión De Tus Bolas Después De Cada Partido | Bote para 3 Pelotas | Accesorios Pádel","MAD4","ES","24.0","8.4","8.3","centimeters","0.37","kilograms","0.0017","cubic meters","Standard-Size","2.0","0.0","0.0033","2025-02","3.7","weeks","27.54","0.0","2.0","0.0033","0.0919","0.0","EUR","0.0919","Others","N","N","0.0","--","0.0"
"B0D22R7L7D","X0020AR9P5","TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire)","MAD4","ES","25.2","8.8","8.7","centimeters","0.25","kilograms","0.0019","cubic meters","Standard-Size","1.0","0.0","0.0019","2025-02","3.7","weeks","27.54","0.0","1.0","0.0019","0.053","0.0","EUR","0.053","Others","N","N","0.0","--","0.0"
"B0D22R7L7D","X0020AR9P5","TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire)","MAD4","ES","25.2","8.8","8.7","centimeters","0.25","kilograms","0.0019","cubic meters","Standard-Size","0.86","0.0","0.0017","2025-02","3.7","weeks","27.54","0.0","0.86","0.0017","0.0454","0.0","EUR","0.0454","Others","N","N","0.0","--","0.0"
"B0D22R7L7D","X0020AR9P5","TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire)","MAD4","ES","25.2","8.8","8.7","centimeters","0.25","kilograms","0.0019","cubic meters","Standard-Size","0.32","0.0","6.0E-4","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","0.017","0.0","EUR","0.017","Others","N","N","0.0","--","0.0"
"B0D87X42RN","X00231GYQL","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Dorado","MAD4","ES","19.8","8.4","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","1.36","0.0","0.0019","2025-02","3.7","weeks","27.54","0.0","1.36","0.0019","0.0521","0.0","EUR","0.0521","Others","N","N","0.0","--","0.0"
"B0D87X42RN","X00231GYQL","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Dorado","MAD4","ES","19.8","8.4","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","1.0","0.0","0.0014","2025-02","3.7","weeks","27.54","0.0","1.0","0.0014","0.0384","0.0","EUR","0.0384","Others","N","N","0.0","--","0.0"
"B0D87X42RN","X00231GYQL","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Dorado","MAD4","ES","19.8","8.4","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","0.14","0.0","2.0E-4","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","0.0055","0.0","EUR","0.0055","Others","N","N","0.0","--","0.0"
"B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","MAD4","ES","19.9","8.5","8.4","centimeters","0.31","kilograms","0.0014","cubic meters","Standard-Size","1.0","0.0","0.0014","2025-02","3.7","weeks","27.54","0.0","1.0","0.0014","0.039","0.0","EUR","0.039","Others","N","N","0.0","--","0.0"
"B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","MAD4","ES","19.9","8.5","8.4","centimeters","0.31","kilograms","0.0014","cubic meters","Standard-Size","0.07","0.0","1.0E-4","2025-02","3.7","weeks","27.54","0.0","0.04","1.0E-4","0.0028","0.0","EUR","0.0028","Others","N","N","0.0","--","0.0"
"B0BTDS4GYS","X0028UTX8N","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","MAD4","ES","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","0.04","0.0","1.0E-4","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","0.0022","0.0","EUR","0.0022","Others","N","N","0.0","--","0.0"
"B0183RZ2VI","X000GERVU5","TUBOPLUS- TUBOX3 Naranja 2020 Bote Presurizador de Pelotas de Tenis y Padel - Ahorra Bolas por un Tubo!! - Más Vida para Tus Bolas – Made in Zaragoza-Spain –","MAD7","ES","20.0","9.0","9.0","centimeters","0.32","kilograms","0.0016","cubic meters","Standard-Size","35.89","0.0","0.0581","2025-02","3.7","weeks","27.54","0.0","0.07","1.0E-4","1.6008","0.0","EUR","1.6008","Others","N","N","0.0","--","0.0"
"B07ZTHSVCK","X0013ZBBK7","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","MAD7","ES","30.8","8.6","8.2","centimeters","0.6","kilograms","0.0022","cubic meters","Standard-Size","34.36","0.0","0.0742","2025-02","3.7","weeks","27.54","0.0","6.21","0.0135","2.0437","0.0","EUR","2.0437","Others","N","N","0.0","--","0.18"
"B09266N893","X001D1A0DZ","TuboPlus - TuboX3 Crystal + Bomba con Manometro BETO - Presurizador de Pelotas de Tenis y Padel","MAD7","ES","22.8","8.4","8.3","centimeters","0.53","kilograms","0.0016","cubic meters","Standard-Size","0.04","0.0","1.0E-4","2025-02","3.7","weeks","27.54","0.0","0.04","1.0E-4","0.0016","0.0","EUR","0.0016","Others","N","N","0.0","--","0.0"
"B0BTDTVCG2","X001PQP7JP","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Blanco","MAD7","ES","20.2","8.3","8.1","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","19.21","0.0","0.0243","2025-02","3.7","weeks","27.54","0.0","0.39","5.0E-4","0.669","0.0","EUR","0.669","Others","N","N","0.0","--","1.36"
"B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","MAD7","ES","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","36.07","0.0","0.0789","2025-02","3.7","weeks","27.54","0.0","11.0","0.0242","2.1713","0.0","EUR","2.1713","Others","N","N","0.0","--","0.25"
"B0BTDSDQC5","X001PQPPUB","TUBOX3 (SIN Bomba) - Multiplica X7 La Vida De Tus Pelotas | Presurizador Pelotas Pádel | Recupera La Presión De Tus Bolas Después De Cada Partido | Bote para 3 Pelotas | Accesorios Pádel","MAD7","ES","24.0","8.4","8.3","centimeters","0.37","kilograms","0.0017","cubic meters","Standard-Size","0.11","0.0","2.0E-4","2025-02","3.7","weeks","27.54","0.0","0.11","2.0E-4","0.0049","0.0","EUR","0.0049","Others","N","N","0.0","--","0.0"
"B0BTDTN52N","X001PQRHT3","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Rosa","MAD7","ES","20.0","8.5","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","0.29","0.0","3.0E-4","2025-02","3.7","weeks","27.54","0.0","0.04","1.0E-4","0.0084","0.0","EUR","0.0084","Others","N","N","0.0","--","0.07"
"B07ZTHSVCK","X001T0EPOZ","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","MAD7","ES","30.9","8.4","8.4","centimeters","0.81","kilograms","0.0022","cubic meters","Standard-Size","7.04","0.0","0.015","2025-02","3.7","weeks","27.54","0.0","0.71","0.0016","0.4116","0.0","EUR","0.4116","Others","N","N","0.0","--","0.18"
"B0D22R7L7D","X0020AR9P5","TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire)","MAD7","ES","25.2","8.8","8.7","centimeters","0.25","kilograms","0.0019","cubic meters","Standard-Size","1.0","0.0","0.001","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","0.0266","0.0","EUR","0.0266","Others","N","N","0.0","--","0.57"
"B0D265ZYB6","X0020C2PYD","TUBOPLUS 29PSI X4e (Incluye Bomba de Aire, 2)","MAD7","ES","31.0","8.7","8.5","centimeters","0.46","kilograms","0.0023","cubic meters","Standard-Size","0.04","0.0","1.0E-4","2025-02","3.7","weeks","27.54","0.0","0.04","1.0E-4","0.0023","0.0","EUR","0.0023","Others","N","N","0.0","--","0.0"
"B0D87X42RN","X00231GYQL","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Dorado","MAD7","ES","19.8","8.4","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","16.18","0.0","0.0224","2025-02","3.7","weeks","27.54","0.0","2.86","0.004","0.6154","0.0","EUR","0.6154","Others","N","N","0.0","--","0.18"
"B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","MAD7","ES","19.9","8.5","8.4","centimeters","0.31","kilograms","0.0014","cubic meters","Standard-Size","2.64","0.0","0.0032","2025-02","3.7","weeks","27.54","0.0","0.32","5.0E-4","0.088","0.0","EUR","0.088","Others","N","N","0.0","--","0.39"
"B0BTDS4GYS","X0028UTX8N","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","MAD7","ES","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","0.11","0.0","2.0E-4","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","0.0065","0.0","EUR","0.0065","Others","N","N","0.0","--","0.0"
"B0183RZ2VI","X000GERVU5","TUBOPLUS- TUBOX3 Naranja 2020 Bote Presurizador de Pelotas de Tenis y Padel - Ahorra Bolas por un Tubo!! - Más Vida para Tus Bolas – Made in Zaragoza-Spain –","OVD1","ES","20.0","9.0","9.0","centimeters","0.32","kilograms","0.0016","cubic meters","Standard-Size","0.96","0.0","0.0016","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","0.043","0.0","EUR","0.043","Others","N","N","0.0","--","0.0"
"B07ZTHSVCK","X0013ZBBK7","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","OVD1","ES","30.8","8.6","8.2","centimeters","0.6","kilograms","0.0022","cubic meters","Standard-Size","79.46","0.0","0.1724","2025-02","3.7","weeks","27.54","0.0","15.57","0.0338","4.7452","0.0","EUR","4.7452","Others","N","N","0.0","--","0.11"
"B0BTDTVCG2","X001PQP7JP","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Blanco","OVD1","ES","20.2","8.3","8.1","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","12.82","0.0","0.0166","2025-02","3.7","weeks","27.54","0.0","0.54","7.0E-4","0.458","0.0","EUR","0.458","Others","N","N","0.0","--","0.57"
"B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","OVD1","ES","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","132.5","0.0","0.2907","2025-02","3.7","weeks","27.54","0.0","13.57","0.0299","8.0052","0.0","EUR","8.0052","Others","N","N","0.0","--","0.46"
"B0BTDTN52N","X001PQRHT3","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Rosa","OVD1","ES","20.0","8.5","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","54.79","0.0","0.0782","2025-02","3.7","weeks","27.54","0.0","12.68","0.0181","2.1538","0.0","EUR","2.1538","Others","N","N","0.0","--","0.0"
"B07ZTHSVCK","X001T0EPOZ","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","OVD1","ES","30.9","8.4","8.4","centimeters","0.81","kilograms","0.0022","cubic meters","Standard-Size","4.43","0.0","0.0097","2025-02","3.7","weeks","27.54","0.0","0.07","2.0E-4","0.2658","0.0","EUR","0.2658","Others","N","N","0.0","--","0.0"
"B0D87X42RN","X00231GYQL","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Dorado","OVD1","ES","19.8","8.4","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","55.32","0.0","0.0773","2025-02","3.7","weeks","27.54","0.0","11.54","0.0161","2.1278","0.0","EUR","2.1278","Others","N","N","0.0","--","0.0"
"B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","OVD1","ES","19.9","8.5","8.4","centimeters","0.31","kilograms","0.0014","cubic meters","Standard-Size","21.71","0.0","0.0302","2025-02","3.7","weeks","27.54","0.0","0.43","6.0E-4","0.8312","0.0","EUR","0.8312","Others","N","N","0.0","--","0.46"
"B0183RZ2VI","X000GERVU5","TUBOPLUS- TUBOX3 Naranja 2020 Bote Presurizador de Pelotas de Tenis y Padel - Ahorra Bolas por un Tubo!! - Más Vida para Tus Bolas – Made in Zaragoza-Spain –","RMU1","ES","20.0","9.0","9.0","centimeters","0.32","kilograms","0.0016","cubic meters","Standard-Size","35.68","0.0","0.0577","2025-02","3.7","weeks","27.54","0.0","0.07","1.0E-4","1.5902","0.0","EUR","1.5902","Others","N","N","0.0","--","0.04"
"B07ZTHSVCK","X0013ZBBK7","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","RMU1","ES","30.8","8.6","8.2","centimeters","0.6","kilograms","0.0022","cubic meters","Standard-Size","53.0","0.0","0.114","2025-02","3.7","weeks","27.54","0.0","5.39","0.0117","3.1404","0.0","EUR","3.1404","Others","N","N","0.0","--","0.5"
"B0BTDTVCG2","X001PQP7JP","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Blanco","RMU1","ES","20.2","8.3","8.1","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","0.43","0.0","2.0E-4","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","0.0053","0.0","EUR","0.0053","Others","N","N","0.0","--","0.29"
"B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","RMU1","ES","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","77.25","0.0","0.1667","2025-02","3.7","weeks","27.54","0.0","0.14","3.0E-4","4.5886","0.0","EUR","4.5886","Others","N","N","0.0","--","1.54"
"B0BTDTN52N","X001PQRHT3","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Rosa","RMU1","ES","20.0","8.5","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","52.75","0.0","0.0752","2025-02","3.7","weeks","27.54","0.0","10.21","0.0146","2.0717","0.0","EUR","2.0717","Others","N","N","0.0","--","0.07"
"B07ZTHSVCK","X001T0EPOZ","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","RMU1","ES","30.9","8.4","8.4","centimeters","0.81","kilograms","0.0022","cubic meters","Standard-Size","30.61","0.0","0.0659","2025-02","3.7","weeks","27.54","0.0","0.29","6.0E-4","1.8142","0.0","EUR","1.8142","Others","N","N","0.0","--","0.39"
"B0D87X42RN","X00231GYQL","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Dorado","RMU1","ES","19.8","8.4","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","9.18","0.0","0.0127","2025-02","3.7","weeks","27.54","0.0","1.29","0.0018","0.349","0.0","EUR","0.349","Others","N","N","0.0","--","0.11"
"B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","RMU1","ES","19.9","8.5","8.4","centimeters","0.31","kilograms","0.0014","cubic meters","Standard-Size","1.36","0.0","0.0015","2025-02","3.7","weeks","27.54","0.0","0.04","1.0E-4","0.0405","0.0","EUR","0.0405","Others","N","N","0.0","--","0.68"
"B07ZTHSVCK","X0013ZBBK7","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","SVQ1","ES","30.8","8.6","8.2","centimeters","0.6","kilograms","0.0022","cubic meters","Standard-Size","86.0","0.0","0.1868","2025-02","3.7","weeks","27.54","0.0","7.29","0.0158","5.1443","0.0","EUR","5.1443","Others","N","N","0.0","--","0.0"
"B0BTDTVCG2","X001PQP7JP","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Blanco","SVQ1","ES","20.2","8.3","8.1","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","4.21","0.0","0.0045","2025-02","3.7","weeks","27.54","0.0","0.29","4.0E-4","0.1242","0.0","EUR","0.1242","Others","N","N","0.0","--","0.96"
"B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","SVQ1","ES","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","37.0","0.0","0.0775","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","2.135","0.0","EUR","2.135","Others","N","N","0.0","--","1.79"
"B0BTDTN52N","X001PQRHT3","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Rosa","SVQ1","ES","20.0","8.5","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","0.57","0.0","8.0E-4","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","0.0225","0.0","EUR","0.0225","Others","N","N","0.0","--","0.0"
"B07ZTHSVCK","X001T0EPOZ","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","SVQ1","ES","30.9","8.4","8.4","centimeters","0.81","kilograms","0.0022","cubic meters","Standard-Size","4.32","0.0","0.0085","2025-02","3.7","weeks","27.54","0.0","0.04","1.0E-4","0.2337","0.0","EUR","0.2337","Others","N","N","0.0","--","0.43"
"B0D87X42RN","X00231GYQL","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Dorado","SVQ1","ES","19.8","8.4","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","13.86","0.0","0.0194","2025-02","3.7","weeks","27.54","0.0","3.04","0.0042","0.5332","0.0","EUR","0.5332","Others","N","N","0.0","--","0.0"
"B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","SVQ1","ES","19.9","8.5","8.4","centimeters","0.31","kilograms","0.0014","cubic meters","Standard-Size","14.0","0.0","0.0188","2025-02","3.7","weeks","27.54","0.0","0.18","3.0E-4","0.5171","0.0","EUR","0.5171","Others","N","N","0.0","--","0.79"
"B0183RZ2VI","X000GERVU5","TUBOPLUS- TUBOX3 Naranja 2020 Bote Presurizador de Pelotas de Tenis y Padel - Ahorra Bolas por un Tubo!! - Más Vida para Tus Bolas – Made in Zaragoza-Spain –","ZAZ1","ES","20.0","9.0","9.0","centimeters","0.32","kilograms","0.0016","cubic meters","Standard-Size","8.64","0.0","0.014","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","0.386","0.0","EUR","0.386","Others","N","N","0.0","--","0.0"
"B07ZTHSVCK","X0013ZBBK7","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","ZAZ1","ES","30.8","8.6","8.2","centimeters","0.6","kilograms","0.0022","cubic meters","Standard-Size","2.93","0.0","0.0064","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","0.1754","0.0","EUR","0.1754","Others","N","N","0.0","--","0.0"
"B0BTDTVCG2","X001PQP7JP","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Blanco","ZAZ1","ES","20.2","8.3","8.1","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","14.82","0.0","0.0201","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","0.5549","0.0","EUR","0.5549","Others","N","N","0.0","--","0.0"
"B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","ZAZ1","ES","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","5.0","0.0","0.011","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","0.3035","0.0","EUR","0.3035","Others","N","N","0.0","--","0.0"
"B07ZTHSVCK","X001T0EPOZ","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","ZAZ1","ES","30.9","8.4","8.4","centimeters","0.81","kilograms","0.0022","cubic meters","Standard-Size","9.64","0.0","0.021","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","0.5796","0.0","EUR","0.5796","Others","N","N","0.0","--","0.0"
"B0D87X42RN","X00231GYQL","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Dorado","ZAZ1","ES","19.8","8.4","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","3.54","0.0","0.0049","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","0.1362","0.0","EUR","0.1362","Others","N","N","0.0","--","0.0"
"B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","ZAZ1","ES","19.9","8.5","8.4","centimeters","0.31","kilograms","0.0014","cubic meters","Standard-Size","19.5","0.0","0.0277","2025-02","3.7","weeks","27.54","0.0","0.0","0.0","0.7644","0.0","EUR","0.7644","Others","N","N","0.0","--","0.0"
